"","Age_2","Age_3","Age_4","Age_5","Age_6","Age_7","Age_8","Age_9","Age_10","Age_11","Year","Model"
"26",-0.390956305708556,0.0248608848801108,0.0125299216488504,-0.000448295050613723,-0.0281441180642314,0.00801163635993696,-0.0102348468519988,-0.0220021875596803,0.00444999013844694,-0.000451369725816164,2004,"Base_North"
"27",0.138817583723121,-0.0174262930531359,0.0132620015120217,-0.0211857449047237,0.00190805191821397,0.0189714511424626,0.0176673784387109,0.00191513830567125,-0.00948258378494238,-0.00726607852837269,2005,"Base_North"
"28",0.858784104873736,-0.00569749905187855,0.00191171994371153,-0.0148045742081191,-0.0175537609161189,-0.0120315675889575,-0.00367749458278155,0.0178359270154616,-0.00230211354159771,-0.0120828225755591,2006,"Base_North"
"29",0.250818913662764,0.0246650156608581,0.0176560814106121,0.00167498494273843,-0.014463464191822,-0.0243597267748719,-0.0117517976157924,0.00657132865631027,0.00219470072138073,-0.0159116675825413,2007,"Base_North"
"30",-0.0209137174765637,0.0275540349521872,-0.032444874629924,-0.00107552825685353,0.0247543540819475,-0.0097736464870497,-0.00529004687539469,-0.00159853724139225,0.0122278591765603,0.000238932672305125,2008,"Base_North"
"31",-0.177154294069085,-0.0138387028725546,0.0212395896928292,-0.0442740536780839,0.0519374655323706,0.0660062879571761,0.0000457098331398953,-0.0360544843479573,0.000106418635077432,-0.00643208059983813,2009,"Base_North"
"32",-0.297792349381965,0.0106878345763572,-0.0387727743617603,-0.0335375217683325,-0.0230290773974602,0.046685085351756,0.0463145372053742,0.0145157803870344,0.0112796525261292,0.014441865130312,2010,"Base_North"
"33",0.0354124509502167,0.00430137419972887,0.0220972049051422,-0.0274623063069033,-0.0348612410562623,0.00550563697245998,0.00815279305393801,0.0260648845827198,0.0216983954580492,0.010973316284252,2011,"Base_North"
"34",-0.798270393563872,0.0301346976433532,0.024248161950192,0.0429790411123854,0.00272328292588853,-0.00243055700118866,-0.0452876003478462,0.0118557545414593,0.0155110786816941,0.00668089840755037,2012,"Base_North"
"35",0.0644806914892833,0.00677234686382633,-0.00893417518543771,0.0360120764199259,0.034283545497642,0.0468482715714327,-0.0210167688970397,-0.0332608743962144,0.00629003666997008,-0.00115758339318717,2013,"Base_North"
"36",0.345939720591065,0.00867725228447824,0.0267631020388048,-0.0247081640630515,0.0487236786256187,0.0191773719131199,0.0162641716321126,-0.0242276073243506,-0.0166414783492339,0.00367513092796656,2014,"Base_North"
"37",-0.740882651858541,0.0213601761848832,-0.00234717728233136,0.0614626693004858,0.011835433958014,0.0624432843995493,0.0024302742786606,0.00553016499928738,-0.0580264612386205,-0.00264853398460474,2015,"Base_North"
"38",-0.497402452810167,0.0118567645713981,-0.026168884265374,0.0364075441448968,0.109162344758998,-0.0586227678906095,0.0508334054590787,-0.022718030751701,0.0187964413852111,-0.0100535286339039,2016,"Base_North"
"39",-0.196001521573196,-0.0258502985562021,0.0175550640998292,-0.0444270585792896,0.0352695871150299,0.0528099331622034,-0.00609410970799473,-0.0164785329490602,-0.0224332476599791,-0.00727842386126376,2017,"Base_North"
"40",0.238345963083191,-0.0380326227944003,-0.0530341770192067,-0.0281859717768231,-0.0587720986374993,0.0638332537541881,0.0503039644343257,-0.0331922283130943,0.00541854271163977,-0.0193265320771587,2018,"Base_North"
"41",-0.337403182733039,0.00596103850868346,-0.0144916304277167,-0.0228169792249222,0.0392142616999873,-0.0247933276512597,0.0519888439909568,0.00620664838540641,-0.038081046857334,-0.053396031379247,2019,"Base_North"
"42",0.37294938734852,0.000982285036497998,0.00671640180757471,-0.00542968638460017,-0.00910222298473151,-0.00282746433916614,-0.0485680514886955,0.0444132402404005,0.0316839972266916,-0.040213991746203,2020,"Base_North"
"43",0.440811147450654,-0.00795490495751849,-0.0332718667307983,-0.0277582323304824,-0.0410449096853593,0.0217645217592963,0.0799367932268726,-0.00243184352055259,-0.0185402415957743,-0.0271079459189707,2021,"Base_North"
"44",0.156149335552193,0.00830782066608649,-0.00672542283223798,-0.0216625022435171,-0.0248650448020218,-0.0133979623593774,0.0205454975485289,0.0278449510775278,0.040595184080285,-0.0188004441020801,2022,"Base_North"
"45",0.0958572005273677,-0.00456670606776477,0.00219758736223064,0.0317575077868373,-0.000613665357588999,-0.010434639708599,0.0252572272563452,-0.000200809462612028,-0.0312370688599781,-0.0352311815988458,2023,"Base_North"
